"lance","camp","year","estrato","velocidad","recorrido","weight.time","dista_p","abert_h"
83,"N08",2008,"A",3.2,2985,1,NA,16.3
84,"N08",2008,"A",3,2787,1,NA,17.3
85,"N08",2008,"B",3,2806,1,NA,NA
86,"N08",2008,"B",3,2797,1,NA,18.4
87,"N08",2008,"B",3,2826,1.033,NA,18.1
88,"N08",2008,"C",3.2,3072,1,NA,18
89,"N08",2008,"B",3,2698,1,NA,17.9
90,"N08",2008,"B",3,2743,1,NA,18.9
91,"N08",2008,"B",3,2785,1,NA,17.8
92,"N08",2008,"B",3.1,2797,1,NA,17.1
93,"N08",2008,"B",3,2762,1,NA,17.6
94,"N08",2008,"B",3,2750,1,NA,17.5
95,"N08",2008,"C",3,2775,1,NA,18.9
96,"N08",2008,NA,3,3681,1.333,NA,18.9
97,"N08",2008,"C",3,2742,1,NA,17.5
98,"N08",2008,NA,3,2753,1,NA,NA
99,"N08",2008,"A",3,2795,1,NA,17.2
100,"N08",2008,"C",3.2,3169,1,NA,NA
101,"N08",2008,"B",3,2354,0.867,NA,17
102,"N08",2008,"B",3,2746,1,NA,19.4
103,"N08",2008,"A",3,2802,1,NA,16
104,"N08",2008,"A",3,2665,1,NA,17.8
105,"N08",2008,"B",3,2769,1,NA,18.4
106,"N08",2008,"C",3,2705,1,NA,18.3
107,"N08",2008,NA,2.9,3493,1.333,NA,NA
108,"N08",2008,"C",3,2761,1,NA,18.4
109,"N08",2008,"B",3,2772,1,NA,16.8
110,"N08",2008,NA,2.8,3494,1.333,NA,NA
111,"N08",2008,"C",3,2748,1,NA,18.1
112,"N08",2008,"B",3,2781,1,NA,17.2
113,"N08",2008,NA,2.9,3548,1.333,NA,19.3
114,"N08",2008,"C",3,2747,1,NA,19.9
115,"N08",2008,"B",3,2763,1,NA,18.9
116,"N08",2008,"B",3,2918,1,NA,16
117,"N08",2008,"B",2.9,2744,1,NA,22.6
118,"N08",2008,"A",3,2745,1,NA,16
119,"N08",2008,"C",2.9,2703,1,NA,NA
120,"N08",2008,"B",3,2750,1,NA,NA
121,"N08",2008,NA,2.9,3532,1.333,NA,19.3
122,"N08",2008,"C",3,2685,1,NA,19.3
123,"N08",2008,"B",3,2739,1,NA,17.5
124,"N08",2008,NA,2.9,3633,1.333,NA,20.7
125,"N08",2008,"C",3,2768,1,NA,20.1
126,"N08",2008,"B",3,2730,1,NA,18.6
127,"N08",2008,"A",3,2772,1,NA,17.9
128,"N08",2008,"A",3,2733,1,NA,17.9
129,"N08",2008,"B",3,2787,1,NA,18.6
130,"N08",2008,"C",3,2739,1,NA,21.1
131,"N08",2008,"B",3,2699,1,NA,17.1
132,"N08",2008,NA,2.9,2721,1,NA,NA
133,"N08",2008,"A",3,2785,1,NA,NA
134,"N08",2008,"C",3,2817,1,NA,NA
135,"N08",2008,"B",3,2783,1,NA,NA
136,"N08",2008,"B",3.1,2769,1,NA,17.4
137,"N08",2008,NA,3,2734,1,NA,15.2
138,"N08",2008,"A",3,2775,1,NA,15.1
139,"N08",2008,"C",3.3,3084,1,NA,NA
140,"N08",2008,"B",3.3,3089,1,NA,18
141,"N08",2008,NA,3,2747,1,NA,14
142,"N08",2008,"C",3,2733,1,NA,18.8
143,"N08",2008,"B",3,2777,1,NA,19.1
144,"N08",2008,"A",3.1,2913,1,NA,12.9
145,"N08",2008,"A",3,2785,1,NA,18.3
146,"N08",2008,"B",3,2748,1,NA,19.9
147,"N08",2008,"B",3,2888,1,NA,17.1
1,"N09",2009,"A",3,2822,1,NA,20.3
2,"N09",2009,"A",3.1,2856,1,NA,NA
3,"N09",2009,"B",3.1,2850,1,NA,NA
4,"N09",2009,"A",3,2772,1,NA,NA
5,"N09",2009,"B",3,2815,1,NA,NA
6,"N09",2009,"B",3,2776,1,NA,NA
7,"N09",2009,"B",3,2799,1,NA,NA
8,"N09",2009,"B",3,2785,1,NA,NA
9,"N09",2009,"B",3.1,2858,1,NA,NA
10,"N09",2009,"C",2.9,2723,1,NA,NA
11,"N09",2009,NA,2.9,3521,1.333,NA,NA
12,"N09",2009,"B",3,2796,1,NA,19.1
13,"N09",2009,"B",3,2842,1,NA,19.1
14,"N09",2009,"C",3.1,2813,1,NA,19.2
15,"N09",2009,NA,2.7,2318,0.9,NA,19.1
16,"N09",2009,"A",3.1,2824,1,NA,19.4
17,"N09",2009,"B",3,2802,1,NA,19.3
18,"N09",2009,"C",3,2739,1,NA,19.4
19,"N09",2009,"C",3,2773,1,NA,21.9
20,"N09",2009,"C",3,2784,1,NA,20.5
21,"N09",2009,"C",3,2729,1,NA,17.9
22,"N09",2009,"B",3.1,2858,1,NA,17.7
23,"N09",2009,"A",3,2787,1,NA,18.1
24,"N09",2009,"B",3,2803,1,NA,18.1
25,"N09",2009,NA,3,2590,1,NA,13.1
26,"N09",2009,"B",3,2784,1,NA,20.6
27,"N09",2009,"C",2.9,2685,1,NA,21.2
28,"N09",2009,"B",2.9,2687,1,NA,19.9
29,"N09",2009,"A",3,2796,1,NA,17.2
30,"N09",2009,"B",3,2794,1,NA,19.4
31,"N09",2009,"C",3,2783,1,NA,17.3
32,"N09",2009,"C",3,2752,1,NA,17.9
34,"N09",2009,"C",2.9,2673,1,NA,19.9
35,"N09",2009,"C",3,2781,1,NA,21.5
36,"N09",2009,"C",2.9,2712,1,NA,20.5
37,"N09",2009,"B",3,2747,1,NA,18.6
38,"N09",2009,"B",3,2759,1,NA,20.6
39,"N09",2009,"B",3,2793,1,NA,20.1
40,"N09",2009,"B",3,2844,1,NA,18.9
41,"N09",2009,"B",3,2782,1,NA,19.8
42,"N09",2009,NA,2.8,3445,1.333,NA,17.9
43,"N09",2009,"C",2.8,2644,1,NA,18.2
44,"N09",2009,"C",2.9,2722,1,NA,15.8
45,"N09",2009,"C",2.9,2633,1,NA,17.2
46,"N09",2009,"C",3,2661,1,NA,20.3
47,"N09",2009,"C",3,2770,1,NA,20.2
48,"N09",2009,"C",3,2744,1,NA,20.4
49,"N09",2009,"C",3,2780,1,NA,19.9
50,"N09",2009,"C",3,2808,1,NA,18.6
51,"N09",2009,"C",3,2785,1,NA,17.7
52,"N09",2009,"B",3,2810,1,NA,18.8
53,"N09",2009,"B",3,2745,1,NA,18.1
54,"N09",2009,"B",3,2765,1,NA,18
55,"N09",2009,"A",3,2799,1,NA,17.8
56,"N09",2009,"A",3,2795,1,NA,16.9
57,"N09",2009,"A",3.1,2843,1,NA,16.8
58,"N09",2009,"A",3.1,2859,1,NA,17.8
59,"N09",2009,"B",3,2798,1,NA,19
60,"N09",2009,"B",3,2814,1,NA,19.4
61,"N09",2009,"B",3,2740,1,NA,19.1
62,"N09",2009,"B",2.9,2703,1,NA,20
63,"N09",2009,"B",3.1,2903,1,NA,17.4
64,"N09",2009,"B",3,2804,1,NA,19.7
65,"N09",2009,"B",3,2635,1,NA,19.9
66,"N09",2009,NA,2.9,3599,1.333,NA,17.9
67,"N09",2009,"C",3.1,2819,1,NA,21.4
68,"N09",2009,NA,3,3655,1.333,NA,18.1
69,"N09",2009,"B",3,2756,1,NA,18.9
70,"N09",2009,"B",3,2750,1,NA,18.6
71,"N09",2009,NA,2.9,3597,1.333,NA,18.6
72,"N09",2009,"C",3,2759,1,NA,19.6
73,"N09",2009,"A",3,2759,1,NA,15.9
74,"N09",2009,"B",3,2791,1,NA,16.8
75,"N09",2009,"B",3.1,2824,1,NA,17.8
76,"N09",2009,"B",3.1,2824,1,NA,18.8
77,"N09",2009,NA,3,3646,1.333,NA,19.2
78,"N09",2009,"B",3,2760,1,NA,16.6
79,"N09",2009,"B",3,2762,1,NA,18.4
80,"N09",2009,"B",3,2845,1,NA,18.3
81,"N09",2009,"B",3,2778,1,NA,19.6
82,"N09",2009,"B",3,2784,1,NA,19.6
83,"N09",2009,"B",3,2750,1,NA,18.6
84,"N09",2009,"A",3.3,3593,1.167,NA,15.9
85,"N09",2009,"A",3.1,2902,1,NA,18.2
86,"N09",2009,"B",3,2793,0.967,NA,18.5
87,"N09",2009,"B",3,2822,1,NA,18.6
88,"N09",2009,"B",3.1,2820,0.967,NA,18.9
89,"N09",2009,"B",3.2,2971,1,NA,NA
90,"N09",2009,"C",3.1,2836,1,NA,21.8
91,"N09",2009,"B",3.2,2987,1,NA,18.4
92,"N09",2009,"C",3.1,2830,1,NA,20.9
93,"N09",2009,"B",3.1,2747,1,NA,19.3
94,"N09",2009,NA,3,2780,1,NA,12.2
95,"N09",2009,"A",3,2797,1,NA,10.4
96,"N09",2009,"C",3,2814,1,NA,18.1
97,"N09",2009,"C",3.1,2846,1,NA,NA
98,"N09",2009,"C",3.1,3859,1.333,NA,15.1
99,"N09",2009,"C",3,2815,1,NA,20.8
100,"N09",2009,"B",3.3,3019,1,NA,17.7
101,"N09",2009,"B",3,2788,1,NA,17.9
102,"N09",2009,NA,2.9,3564,1.333,NA,20.2
103,"N09",2009,"C",3,2793,1,NA,20
104,"N09",2009,"B",3,2809,1,NA,18.9
105,"N09",2009,"B",3,2768,1,NA,17.1
106,"N09",2009,"A",3,2824,1,NA,19.1
107,"N09",2009,"B",3,2805,1,NA,20.8
108,"N09",2009,"A",3,2819,1,NA,20.1
109,"N09",2009,"B",3.1,2838,1,NA,18.9
110,"N09",2009,"B",3,2423,0.9,NA,20.8
111,"N09",2009,"B",3.1,2844,1,NA,19.8
112,"N09",2009,"A",3.3,3016,1,NA,16.9
114,"N09",2009,"B",3,2784,1,NA,19.1
115,"N09",2009,NA,2.9,3508,1.333,NA,20.9
116,"N09",2009,NA,2.8,3523,1.333,NA,22.7
117,"N09",2009,"B",3,2619,1,NA,18.4
118,"N09",2009,"C",3,2743,1,NA,21.8
119,"N09",2009,"C",3,3004,1,NA,21.6
120,"N09",2009,"B",3,2833,1,NA,18.9
121,"N09",2009,"C",3,2775,1,NA,21.4
122,"N09",2009,"B",3,2847,1,NA,20.5
124,"N09",2009,"B",3,2758,1,NA,18.1
125,"N09",2009,"A",3,2811,1,NA,16
126,"N09",2009,"B",3.2,2943,1,NA,18.4
127,"N09",2009,NA,3,2798,1,NA,14
128,"N09",2009,"B",3.3,3510,1.167,NA,17.9
129,"N09",2009,NA,3,2801,1,NA,15.4
130,"N09",2009,"A",3,2785,1,NA,18.9
131,"N09",2009,"B",3.2,2951,1,NA,12
132,"N09",2009,"C",3,2785,1,NA,14.2
133,"N09",2009,"B",3,2751,1,NA,18.3
134,"N09",2009,"A",3,2806,1,NA,17.3
135,"N09",2009,"B",3.1,2871,1,NA,19
136,"N09",2009,"A",3,2759,1,NA,17.6
137,"N09",2009,"B",3,2767,1,NA,18.1
138,"N09",2009,NA,2.9,3613,1.333,NA,20.9
139,"N09",2009,"C",3,2707,1,NA,20.6
140,"N09",2009,"B",3,2776,1,NA,18.8
141,"N09",2009,"C",3.1,2822,1,NA,19.2
142,"N09",2009,"C",3,2805,1,NA,19.4
143,"N09",2009,"B",3,2808,1,NA,17.1
144,"N09",2009,"C",3.2,3380,1.167,NA,18.4
145,"N09",2009,"C",3.1,2800,0.967,NA,17.6
146,"N09",2009,"B",3,2744,1,NA,18.6
147,"N09",2009,"A",3,2869,1,NA,16.6
148,"N09",2009,NA,3,2766,1,NA,13.5
1,"N10",2010,"A",3.1,2912,1,NA,NA
2,"N10",2010,"B",3,2780,0.967,NA,NA
3,"N10",2010,"A",3,2901,1,NA,NA
4,"N10",2010,"B",2.9,2711,1,NA,NA
5,"N10",2010,"B",3.4,3191,1,NA,NA
6,"N10",2010,"C",3,3091,1,NA,NA
7,"N10",2010,"B",3.1,2838,1,NA,18.9
8,"N10",2010,"A",3.1,2869,1,NA,16.4
9,"N10",2010,"B",3.1,2834,1,NA,18.6
10,"N10",2010,"B",3,2787,1,NA,16.9
11,"N10",2010,NA,3,3591,1.333,NA,NA
13,"N10",2010,"C",3,2779,1,NA,18.7
14,"N10",2010,"B",3.2,2931,1,NA,NA
15,"N10",2010,"B",3.1,2846,1,NA,NA
16,"N10",2010,"C",3.1,2848,1,NA,NA
17,"N10",2010,NA,3,3686,1.333,NA,NA
18,"N10",2010,"C",3.1,2811,1,NA,16.5
19,"N10",2010,"A",3,2799,1,NA,NA
20,"N10",2010,"B",3.1,2751,0.967,NA,18.4
21,"N10",2010,"A",3,2785,1.033,NA,15.9
22,"N10",2010,"B",3.1,2837,1,NA,18.2
23,"N10",2010,"C",3.1,2873,1,NA,16.6
24,"N10",2010,"B",3.1,2846,1,NA,18
25,"N10",2010,"C",3,2760,1,NA,NA
26,"N10",2010,"B",3,2760,1,NA,NA
27,"N10",2010,"C",3,2812,1,NA,NA
28,"N10",2010,"C",3,2726,1,NA,NA
29,"N10",2010,"A",3,2777,1,NA,NA
30,"N10",2010,"B",3,2802,1,NA,NA
31,"N10",2010,"B",3,2768,1,NA,NA
32,"N10",2010,"B",3,2780,1,NA,NA
33,"N10",2010,"C",2.9,2707,1,NA,NA
34,"N10",2010,"C",3.1,2923,1,NA,18.4
35,"N10",2010,NA,3,3675,1.333,NA,NA
36,"N10",2010,"C",3,2888,1,NA,22.1
37,"N10",2010,NA,2.9,3544,1.333,NA,20.3
38,"N10",2010,NA,2.8,3436,1.333,NA,21.4
39,"N10",2010,"C",2.9,2710,1,NA,19.8
40,"N10",2010,"C",2.8,2631,1,NA,19.3
41,"N10",2010,"C",3,2289,0.833,NA,19
42,"N10",2010,"C",2.9,2689,1,NA,20.3
43,"N10",2010,"C",3,2778,1,NA,21.6
44,"N10",2010,"C",2.9,2709,1,NA,20.1
45,"N10",2010,"A",3,2735,0.967,NA,18.1
46,"N10",2010,"B",3,2749,1,NA,18.6
47,"N10",2010,"B",3,2783,1,NA,19.1
48,"N10",2010,"B",3,2791,1,NA,18.6
49,"N10",2010,"A",3.1,2837,1,NA,18.9
50,"N10",2010,"B",3.1,2868,1,NA,18.4
51,"N10",2010,"B",3.1,2831,1,NA,18
52,"N10",2010,"A",3,2793,1,NA,16.3
53,"N10",2010,"B",3,2755,1,NA,18.6
54,"N10",2010,"B",3,2821,1,NA,19.1
55,"N10",2010,"B",3,2760,1,NA,18.9
56,"N10",2010,"C",3,2796,1,NA,19.3
57,"N10",2010,"C",3,2738,1,NA,19.1
58,"N10",2010,NA,2.9,3740,1.4,NA,22.1
59,"N10",2010,"B",3,2809,1,NA,19.4
60,"N10",2010,"B",2.9,2792,1,NA,18.6
61,"N10",2010,"C",3,2810,1,NA,19.8
62,"N10",2010,"B",3,2749,1,NA,19.9
63,"N10",2010,"B",3,2771,1,NA,20.7
64,"N10",2010,"B",3,2778,1,NA,23.6
65,"N10",2010,"A",3,2755,1,NA,19.6
66,"N10",2010,"B",3,2940,1,NA,19.8
67,"N10",2010,"A",3,2874,1,NA,17.6
68,"N10",2010,"A",3,2807,1,NA,16.6
69,"N10",2010,"B",3,2779,1,NA,NA
70,"N10",2010,"B",3,2816,1,NA,18.5
71,"N10",2010,"B",3.1,2834,1,NA,19.8
72,"N10",2010,"B",3,2777,1,NA,NA
73,"N10",2010,"B",3.1,2815,1,NA,19.1
74,"N10",2010,"B",3,2760,1,NA,19.1
75,"N10",2010,"C",3,2762,1,NA,NA
76,"N10",2010,"B",3,2830,1,NA,NA
77,"N10",2010,"B",3,2788,1,NA,21.2
78,"N10",2010,"B",3,2798,1,NA,NA
79,"N10",2010,"B",3,2754,1,NA,14.6
80,"N10",2010,NA,3,3600,1.333,NA,21.5
81,"N10",2010,"C",3,2779,1,NA,17.9
82,"N10",2010,"C",3,2777,1,NA,17.8
83,"N10",2010,"C",3,2734,1,NA,19.4
84,"N10",2010,NA,2.7,3626,1.433,NA,NA
85,"N10",2010,"C",3,2741,1,NA,NA
86,"N10",2010,NA,3,2788,1,NA,NA
87,"N10",2010,"A",2.9,2673,1,NA,18.4
88,"N10",2010,"B",3.2,2955,1,NA,17.6
89,"N10",2010,"A",3.1,2847,1,NA,NA
90,"N10",2010,"B",3,2770,1,NA,18.3
91,"N10",2010,NA,2.9,3430,1.333,NA,18.8
92,"N10",2010,"C",3,2777,1,NA,17.8
93,"N10",2010,"A",3,2736,1,NA,17.1
94,"N10",2010,"B",3,2787,1,NA,19.3
95,"N10",2010,"B",3,2734,1,NA,NA
96,"N10",2010,"C",3.1,2860,1,NA,20.4
97,"N10",2010,"B",3,2761,1,NA,18.4
98,"N10",2010,NA,2.8,3508,1.333,NA,21.9
99,"N10",2010,"C",2.9,2690,1,NA,20.9
100,"N10",2010,"B",3,2756,1,NA,18.3
101,"N10",2010,"C",3,2755,1,NA,18.2
102,"N10",2010,"B",3,2817,1,NA,18.5
103,"N10",2010,"B",3,2767,1,NA,16.9
104,"N10",2010,"A",3,2784,1,NA,16.7
105,"N10",2010,"C",3,2756,1,NA,NA
106,"N10",2010,"B",3,2775,1,NA,17.8
107,"N10",2010,NA,2.8,3522,1.333,NA,21.2
108,"N10",2010,"A",3,2762,1,NA,16.6
109,"N10",2010,"B",3,2767,1,NA,NA
110,"N10",2010,"A",2.9,2546,0.933,NA,14.4
111,"N10",2010,"A",3,2800,1,NA,15.9
112,"N10",2010,NA,3,2799,1,NA,11.6
113,"N10",2010,"B",3,2768,1,NA,17.3
114,"N10",2010,"B",3,2737,1,NA,17.4
115,"N10",2010,"C",3,2752,1,NA,18.1
116,"N10",2010,"B",3,2776,1,NA,16.9
117,"N10",2010,"B",3,2767,1,NA,NA
118,"N10",2010,"A",3,2779,1,NA,15.9
119,"N10",2010,"A",3,3126,1,NA,17.3
120,"N10",2010,"A",3.1,2781,1,NA,16.6
121,"N10",2010,"B",3,2726,1,NA,16.9
122,"N10",2010,NA,2.9,3553,1.333,NA,NA
123,"N10",2010,"C",3,2716,1,NA,NA
124,"N10",2010,"C",2.9,2684,1,NA,NA
125,"N10",2010,"B",3,2718,1,NA,17.3
126,"N10",2010,"C",3,2740,1,NA,NA
127,"N10",2010,"B",3,2782,1,NA,17.2
128,"N10",2010,"C",3,2753,1,NA,17.4
129,"N10",2010,"B",3,2811,1,NA,16.8
1,"N11",2011,"A",3,2897,1,NA,NA
2,"N11",2011,"B",3,2822,1,NA,17.4
3,"N11",2011,"B",3,2754,1,NA,NA
4,"N11",2011,"A",3,2593,1,NA,17.9
5,"N11",2011,NA,2.8,3378,1.267,NA,21.5
6,"N11",2011,"C",2.9,2699,1,NA,NA
7,"N11",2011,"B",2.9,2708,1,NA,17.9
8,"N11",2011,"B",3.1,2836,1,NA,18.1
9,"N11",2011,"A",3,2779,1,NA,16.8
10,"N11",2011,"B",3.1,2845,1,NA,NA
11,"N11",2011,NA,2.9,3412,1.333,NA,15.7
12,"N11",2011,"C",2.9,2731,1,NA,19.2
13,"N11",2011,"B",3,2392,1,NA,18.4
14,"N11",2011,"B",3,2812,1,NA,18.2
15,"N11",2011,"B",2.9,2701,1,NA,18.3
16,"N11",2011,"C",2.9,2722,1,NA,19.1
17,"N11",2011,NA,2.9,3465,1.333,NA,15.2
18,"N11",2011,"C",3,2740,1,NA,16.9
19,"N11",2011,"A",3,2731,1,NA,16.8
20,"N11",2011,"B",3,2767,1,NA,17.7
21,"N11",2011,"B",3,2727,1,NA,18.6
22,"N11",2011,"C",3,2825,1,NA,20.4
23,"N11",2011,"B",3.1,2860,1,NA,19.3
24,"N11",2011,"C",3,2659,1,NA,19.9
25,"N11",2011,"B",3,2739,1,NA,NA
26,"N11",2011,"C",3,2786,1,NA,18.9
27,"N11",2011,"C",3,2801,1,NA,19.5
28,"N11",2011,"B",3,2812,1,NA,18.9
29,"N11",2011,"A",3.1,2836,1,NA,17.4
30,"N11",2011,"B",3,2714,1,NA,17.6
31,"N11",2011,"B",3,2770,1,NA,18.5
32,"N11",2011,"B",3,2756,1,NA,17.9
33,"N11",2011,"B",3,2728,1,NA,18.2
34,"N11",2011,"A",3,2812,1,NA,16.9
35,"N11",2011,"C",3,2782,1,NA,19.2
36,"N11",2011,"C",3,2794,1,NA,18.4
37,"N11",2011,NA,2.8,3496,1.333,NA,21.1
38,"N11",2011,NA,2.8,3503,1.333,NA,17.6
39,"N11",2011,NA,2.7,3308,1.333,NA,16.7
40,"N11",2011,"C",2.7,2490,1,NA,17.1
41,"N11",2011,"C",2.8,2630,1,NA,NA
42,"N11",2011,"C",2.7,2552,1,NA,19.6
43,"N11",2011,"C",2.9,2675,1,NA,19.3
44,"N11",2011,"C",2.9,2661,1,NA,16.9
45,"N11",2011,"C",3,2765,1,NA,19.3
46,"N11",2011,"C",2.9,2664,1,NA,19.2
47,"N11",2011,"C",3,2794,1,NA,18
48,"N11",2011,"C",3,2798,1,NA,19.1
49,"N11",2011,"B",3.1,2877,1,NA,19.4
50,"N11",2011,"B",3,2803,1,NA,17.2
51,"N11",2011,"B",3,2794,1,NA,16.9
52,"N11",2011,"B",3,2780,1,NA,18.1
53,"N11",2011,"B",3,2829,1,NA,18.1
54,"N11",2011,"B",3.1,2843,1,NA,18.1
55,"N11",2011,"C",3,2737,1,NA,16.4
56,"N11",2011,"B",3.1,2798,1,NA,19.2
57,"N11",2011,"B",3,2744,1,NA,NA
58,"N11",2011,"A",3,2808,1,NA,15.8
59,"N11",2011,"B",3,2786,1,NA,18.6
60,"N11",2011,"B",3,3206,1,NA,17.8
61,"N11",2011,"A",3,2809,1,NA,16.6
62,"N11",2011,NA,2.8,3414,1.333,NA,18.5
63,"N11",2011,"B",3,2937,0.967,NA,18.9
64,"N11",2011,"B",3.1,2843,1,NA,18.4
65,"N11",2011,"B",3,2897,0.967,NA,17.8
66,"N11",2011,"A",3.1,2836,1,NA,NA
67,"N11",2011,"B",3.1,2833,1,NA,15.9
68,"N11",2011,"B",3.1,2836,1,NA,18.1
69,"N11",2011,"B",3,2718,1,NA,18.9
70,"N11",2011,"A",3,2797,1,NA,18.1
71,"N11",2011,"A",3,2795,1,NA,17.3
72,"N11",2011,"B",2.9,2720,1,NA,17.9
73,"N11",2011,"B",2.9,2722,1,NA,17.8
74,"N11",2011,"B",3.1,2730,1,NA,NA
75,"N11",2011,"C",3,2731,1,NA,NA
76,"N11",2011,"B",3.1,2869,1,NA,NA
77,"N11",2011,"C",2.9,2726,1,NA,NA
78,"N11",2011,NA,2.8,2576,1,NA,18.8
79,"N11",2011,"B",3,2775,1,NA,19.9
80,"N11",2011,"C",3,2795,1,NA,16.5
81,"N11",2011,"C",3,2724,1,NA,21.1
82,"N11",2011,"C",3,2793,1,NA,21.9
83,"N11",2011,"B",2.9,2693,1,NA,17.2
84,"N11",2011,"A",3.1,2850,1,NA,NA
85,"N11",2011,NA,3.1,2847,1,NA,NA
86,"N11",2011,"B",3.1,2911,0.967,NA,NA
87,"N11",2011,"B",3,2784,1,NA,17.4
88,"N11",2011,"A",3,2820,1,NA,NA
89,"N11",2011,"B",3,2878,0.967,NA,17.1
90,"N11",2011,"A",3,2766,1,NA,16.5
91,"N11",2011,"B",3,2885,0.967,NA,NA
92,"N11",2011,NA,2.7,3337,1.3,NA,23.3
93,"N11",2011,"B",3,2738,1,NA,NA
94,"N11",2011,"C",2.5,1898,1.233,NA,19.5
95,"N11",2011,"C",2.9,2646,1,NA,NA
96,"N11",2011,"B",3,2793,1,NA,19.1
97,"N11",2011,"C",3,2557,1.333,NA,17.4
99,"N11",2011,"A",3,2762,1,NA,16.2
100,"N11",2011,"C",3,2779,1,NA,17.6
101,"N11",2011,"A",3,2733,1.033,NA,16.8
102,"N11",2011,"B",3.1,2537,1,NA,NA
103,"N11",2011,"A",3.1,2827,1,NA,15
104,"N11",2011,"B",3,2856,0.967,NA,17.6
105,"N11",2011,"B",3,2725,1,NA,18.6
106,"N11",2011,"A",3,2799,1,NA,17.5
107,"N11",2011,"A",3.1,2849,1,NA,20.5
108,"N11",2011,"A",3,2688,1,NA,18.1
109,"N11",2011,"B",3,2752,1,NA,17.4
110,"N11",2011,"B",3,2815,1,NA,NA
111,"N11",2011,"B",3.1,2842,1,NA,17
112,"N11",2011,"C",3,2745,1,NA,19.1
113,"N11",2011,"B",3,2770,1,NA,18.7
114,"N11",2011,"C",2.9,2753,1,NA,18.9
115,"N11",2011,"B",3,2786,1,NA,18.6
116,"N11",2011,"C",2.9,2710,1,NA,17.4
117,"N11",2011,"B",3,2779,1,NA,18.4
118,"N11",2011,"B",3.1,2872,1,NA,18.9
119,"N11",2011,"B",3,2743,1,NA,19.8
120,"N11",2011,"A",3,2765,1,NA,15.8
121,"N11",2011,NA,3.3,3462,1,NA,12.6
122,"N11",2011,"C",3.1,2830,1,NA,19
123,"N11",2011,"B",3,2768,1,NA,17.2
1,"N12",2012,"A",2.8,2632,1,NA,16.1
2,"N12",2012,"A",3,2778,1,NA,17.4
3,"N12",2012,"B",3,2778,1,NA,17.1
4,"N12",2012,"B",3,2796,1,NA,19.4
5,"N12",2012,"A",3,2814,1,NA,16.7
6,"N12",2012,"B",2.8,2814,1,NA,19.7
7,"N12",2012,"B",3,2719,1,NA,18.1
8,"N12",2012,"B",3,2808,1,NA,19.4
9,"N12",2012,"B",3,2778,1,NA,18.8
10,"N12",2012,"C",3,2801,1,NA,NA
11,"N12",2012,NA,2.9,3595,1.333,NA,NA
12,"N12",2012,"C",3,2768,1,NA,20.1
13,"N12",2012,"B",3,2773,1,NA,19.5
14,"N12",2012,"C",3,2809,1,NA,19.9
15,"N12",2012,"B",3.1,2854,1,NA,18.9
16,"N12",2012,"A",3.1,2817,1,NA,18.6
17,"N12",2012,"B",3.1,2799,1,NA,20.1
18,"N12",2012,"B",3,2823,1,NA,19.5
19,"N12",2012,NA,2.9,3565,1.333,NA,17.3
20,"N12",2012,"C",3,2815,1,NA,21.6
21,"N12",2012,"C",3,2797,1,NA,20.5
22,"N12",2012,"C",3,2866,1.033,NA,21.2
23,"N12",2012,"B",3,2839,0.967,NA,19.9
24,"N12",2012,"B",3.1,2832,1,NA,21.4
25,"N12",2012,"C",3,2823,1,NA,19.9
26,"N12",2012,"C",3,2791,1,NA,20
27,"N12",2012,"B",3.1,2847,1,NA,20.4
28,"N12",2012,"A",3,2786,1,NA,20.8
29,"N12",2012,"B",3,2799,1,NA,18.1
30,"N12",2012,"B",3,2732,1,NA,20.3
31,"N12",2012,"B",3,2792,1,NA,19.4
32,"N12",2012,"B",3,2792,1,NA,19.6
33,"N12",2012,"A",3.1,2854,1,NA,18.6
34,"N12",2012,"A",3,2808,1,NA,17.4
35,"N12",2012,"A",3,2765,1,NA,17.4
36,"N12",2012,"B",3,2721,1,NA,19.3
37,"N12",2012,"B",3,2886,1,NA,18.9
38,"N12",2012,NA,3,3678,1.333,NA,23.2
39,"N12",2012,NA,2.9,3527,1.333,NA,13.1
40,"N12",2012,"C",3,2755,1,NA,16.7
41,"N12",2012,"C",3,2764,1,NA,19
42,"N12",2012,"C",3,2755,1,NA,15.8
43,"N12",2012,NA,2.7,3389,1.333,NA,17.4
44,"N12",2012,"C",3,2712,1,NA,16.4
45,"N12",2012,"C",2.9,2708,1,NA,NA
46,"N12",2012,"C",3,2742,1,NA,23.4
47,"N12",2012,"C",3,2742,1,NA,18.4
48,"N12",2012,"C",3,2797,1,NA,20.4
49,"N12",2012,"B",3,2760,1,NA,19.4
50,"N12",2012,"B",3,2798,1,NA,19.4
51,"N12",2012,"C",2.9,2815,1,NA,20.5
52,"N12",2012,"C",3,2739,1,NA,20
53,"N12",2012,"C",3,2746,1,NA,20.1
54,"N12",2012,"C",3.1,2836,1,NA,NA
55,"N12",2012,"B",3,2794,1,NA,19.3
56,"N12",2012,"B",3,2822,1,NA,18.3
57,"N12",2012,"B",3,2843,1,NA,20
58,"N12",2012,"B",3,2758,1,NA,15
59,"N12",2012,"B",3,2803,0.967,NA,17.7
60,"N12",2012,"B",3,2747,1,NA,NA
61,"N12",2012,"B",3,2739,1,NA,18.4
62,"N12",2012,"A",3,2774,1,NA,18.2
63,"N12",2012,"B",3,2760,1,NA,18.1
